date,time,input_text
2025-05-18,01:18:00,date:2025-05-18 time:01:18:00 bpm:100 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:19:00,date:2025-05-18 time:01:19:00 bpm:105 steps:0 cal:3 sedentary:0 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:20:00,date:2025-05-18 time:01:20:00 bpm:108 steps:0 cal:3 sedentary:0 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:21:00,date:2025-05-18 time:01:21:00 bpm:98 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:22:00,date:2025-05-18 time:01:22:00 bpm:103 steps:7 cal:3 sedentary:0 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:23:00,date:2025-05-18 time:01:23:00 bpm:100 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:24:00,date:2025-05-18 time:01:24:00 bpm:98 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:25:00,date:2025-05-18 time:01:25:00 bpm:94 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:26:00,date:2025-05-18 time:01:26:00 bpm:95 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:27:00,date:2025-05-18 time:01:27:00 bpm:97 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:28:00,date:2025-05-18 time:01:28:00 bpm:99 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:29:00,date:2025-05-18 time:01:29:00 bpm:93 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:30:00,date:2025-05-18 time:01:30:00 bpm:95 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:31:00,date:2025-05-18 time:01:31:00 bpm:96 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:32:00,date:2025-05-18 time:01:32:00 bpm:95 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:33:00,date:2025-05-18 time:01:33:00 bpm:94 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:34:00,date:2025-05-18 time:01:34:00 bpm:93 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:35:00,date:2025-05-18 time:01:35:00 bpm:94 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:36:00,date:2025-05-18 time:01:36:00 bpm:97 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:37:00,date:2025-05-18 time:01:37:00 bpm:99 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:38:00,date:2025-05-18 time:01:38:00 bpm:96 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:39:00,date:2025-05-18 time:01:39:00 bpm:95 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:40:00,date:2025-05-18 time:01:40:00 bpm:98 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:41:00,date:2025-05-18 time:01:41:00 bpm:96 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:42:00,date:2025-05-18 time:01:42:00 bpm:95 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:43:00,date:2025-05-18 time:01:43:00 bpm:94 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:44:00,date:2025-05-18 time:01:44:00 bpm:96 steps:29 cal:3 sedentary:0 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:45:00,date:2025-05-18 time:01:45:00 bpm:103 steps:11 cal:3 sedentary:0 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:46:00,date:2025-05-18 time:01:46:00 bpm:103 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:47:00,date:2025-05-18 time:01:47:00 bpm:101 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:48:00,date:2025-05-18 time:01:48:00 bpm:94 steps:17 cal:3 sedentary:0 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:49:00,date:2025-05-18 time:01:49:00 bpm:96 steps:49 cal:4 sedentary:0 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:50:00,date:2025-05-18 time:01:50:00 bpm:90 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:51:00,date:2025-05-18 time:01:51:00 bpm:105 steps:55 cal:4 sedentary:0 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:52:00,date:2025-05-18 time:01:52:00 bpm:105 steps:25 cal:4 sedentary:0 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:53:00,date:2025-05-18 time:01:53:00 bpm:92 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:54:00,date:2025-05-18 time:01:54:00 bpm:101 steps:18 cal:3 sedentary:0 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:55:00,date:2025-05-18 time:01:55:00 bpm:102 steps:17 cal:3 sedentary:0 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:56:00,date:2025-05-18 time:01:56:00 bpm:106 steps:0 cal:3 sedentary:0 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:57:00,date:2025-05-18 time:01:57:00 bpm:103 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:58:00,date:2025-05-18 time:01:58:00 bpm:100 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,01:59:00,date:2025-05-18 time:01:59:00 bpm:98 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:00:00,date:2025-05-18 time:02:00:00 bpm:97 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:01:00,date:2025-05-18 time:02:01:00 bpm:98 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:02:00,date:2025-05-18 time:02:02:00 bpm:98 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:03:00,date:2025-05-18 time:02:03:00 bpm:95 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:04:00,date:2025-05-18 time:02:04:00 bpm:75 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:05:00,date:2025-05-18 time:02:05:00 bpm:77 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:06:00,date:2025-05-18 time:02:06:00 bpm:79 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:07:00,date:2025-05-18 time:02:07:00 bpm:79 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:08:00,date:2025-05-18 time:02:08:00 bpm:80 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:09:00,date:2025-05-18 time:02:09:00 bpm:80 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:10:00,date:2025-05-18 time:02:10:00 bpm:76 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:11:00,date:2025-05-18 time:02:11:00 bpm:75 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:12:00,date:2025-05-18 time:02:12:00 bpm:76 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:13:00,date:2025-05-18 time:02:13:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:14:00,date:2025-05-18 time:02:14:00 bpm:0 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:15:00,date:2025-05-18 time:02:15:00 bpm:78 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:16:00,date:2025-05-18 time:02:16:00 bpm:77 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:17:00,date:2025-05-18 time:02:17:00 bpm:80 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:18:00,date:2025-05-18 time:02:18:00 bpm:84 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:19:00,date:2025-05-18 time:02:19:00 bpm:84 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:20:00,date:2025-05-18 time:02:20:00 bpm:83 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:21:00,date:2025-05-18 time:02:21:00 bpm:83 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:22:00,date:2025-05-18 time:02:22:00 bpm:81 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:23:00,date:2025-05-18 time:02:23:00 bpm:81 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:24:00,date:2025-05-18 time:02:24:00 bpm:83 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:25:00,date:2025-05-18 time:02:25:00 bpm:83 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:26:00,date:2025-05-18 time:02:26:00 bpm:82 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:27:00,date:2025-05-18 time:02:27:00 bpm:84 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:28:00,date:2025-05-18 time:02:28:00 bpm:87 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:29:00,date:2025-05-18 time:02:29:00 bpm:83 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:30:00,date:2025-05-18 time:02:30:00 bpm:84 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:31:00,date:2025-05-18 time:02:31:00 bpm:82 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:32:00,date:2025-05-18 time:02:32:00 bpm:82 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:33:00,date:2025-05-18 time:02:33:00 bpm:84 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:34:00,date:2025-05-18 time:02:34:00 bpm:84 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:35:00,date:2025-05-18 time:02:35:00 bpm:87 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:36:00,date:2025-05-18 time:02:36:00 bpm:86 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:37:00,date:2025-05-18 time:02:37:00 bpm:86 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:38:00,date:2025-05-18 time:02:38:00 bpm:82 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:39:00,date:2025-05-18 time:02:39:00 bpm:83 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:40:00,date:2025-05-18 time:02:40:00 bpm:85 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:41:00,date:2025-05-18 time:02:41:00 bpm:81 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:42:00,date:2025-05-18 time:02:42:00 bpm:83 steps:16 cal:2 sedentary:0 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:43:00,date:2025-05-18 time:02:43:00 bpm:83 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:44:00,date:2025-05-18 time:02:44:00 bpm:81 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:45:00,date:2025-05-18 time:02:45:00 bpm:81 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:46:00,date:2025-05-18 time:02:46:00 bpm:82 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:47:00,date:2025-05-18 time:02:47:00 bpm:86 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:48:00,date:2025-05-18 time:02:48:00 bpm:85 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:49:00,date:2025-05-18 time:02:49:00 bpm:77 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:50:00,date:2025-05-18 time:02:50:00 bpm:75 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:51:00,date:2025-05-18 time:02:51:00 bpm:75 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:52:00,date:2025-05-18 time:02:52:00 bpm:77 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:53:00,date:2025-05-18 time:02:53:00 bpm:78 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:54:00,date:2025-05-18 time:02:54:00 bpm:77 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:55:00,date:2025-05-18 time:02:55:00 bpm:78 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
2025-05-18,02:56:00,date:2025-05-18 time:02:56:00 bpm:78 steps:0 cal:1 sedentary:1 asleep:467 eff:95 rem:83 deep:55 wake:78
